Map URL,Language,Pronunciation,Introduction,Catalogue items,Synonyms,Dialects,Common words,AIATSIS code,AIATSIS URL,Area information,Locations,Coordinates 1,Coordinates 2,Coordinates 3,Coordinates 4,Coordinates 5,Coordinates 6,Coordinates 7,Coordinates 8,Coordinates 9,Coordinates 10,Coordinates 11,Coordinates 12,Coordinates 13,Coordinates 14,Coordinates 15,Coordinates 16,Coordinates 17,Coordinates 18,Coordinates 19,Video titles,Video URL 1,Video URL 2,Video URL 3,Further information,Further information URL 1,Further information URL 2,Word of the week,Word of the week URL,Image attribution,Image URL
https://maps.slq.qld.gov.au/iyil/view/36,Abodja,A-bod-jah,"Niiyalang, 'hello to a group' in Wik Mungkan, the language of Aurukun region on Western Cape York. Wik Mungkan is an umbrella term for several languages including Abodja, more commonly referred to as Wik Paach. Abodja was traditionally spoken in the Archer River Delta and is spoken today in Aurukun community. This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Wik-Me'anh Y53; Wik-Keyangan Y173; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton, 1993:32).","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,mungkan&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Wik Paach; Wikapatja. See also Wik Mungkan languages/dialects.,This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Wik-Me'anh Y53; Wik-Keyangan Y173; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton; 1993:32).,Niiyalang; 'hello to a group' in Wik Mungkan.,Y47,https://collection.aiatsis.gov.au/austlang/language/Y47,Abodja was traditionally spoken in the Archer River Delta and is spoken today in Aurukun community.,Archer River Delta,"-13.3477828,142.5267209",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boys in front of buildings at Aurukun, 1909, John Oxley Library, Record number: 275663",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool275663
https://maps.slq.qld.gov.au/iyil/view/37,Agwamin,Ahg-wah-min,"Pumbarra oomba (good day) in the Agwamin language which was traditionally spoken in the Etheridge region, notably the localities of Einasliegh, Georgetown and Mt Surprise.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y132&vid=SLQ",Egwamin; Ewamin; Wamin,,Good day - Pumbarra oomba; Boy - gulberri; Father - Yabu; Fish - guyur; Hand - mulla; Moon - gugrah; Rock - burri; Turtle - bungaroo; Water (fresh) - bunnah,Y132,https://collection.aiatsis.gov.au/austlang/language/Y132,"The Agwamin language was traditionally spoken in the Etheridge region, notably the localities of Einasliegh, Georgetown and Mt Surprise.","Copperfield River, Einasleigh, Georgetown, Mt Surprise","-18.6838409,144.129044","-18.5237399,144.0902878","-18.2867281,143.4812516","-18.217362,144.3570544",,,,,,,,,,,,,,,,,,,,,,,,,"Cobb & Co. coach crossing the Etheridge River, Georgetown, Queensland, John Oxley Library, Record number: 99183505543802061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21218120540002061
https://maps.slq.qld.gov.au/iyil/view/38,Alngith,Al-ngeeth,"Nje 'alan (good day) in Alngith which is considered to be a dialect of Thaynakwith, a language spoken on Western Cape York in the Weipa area taking in Albatross Bay and Mission River. The traditional language area of Thaynakwith includes landscape within the local government boundaries of Weipa Town Council and Cook Shire.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,thaynakwith&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Alingid; Alngid; Alingit; Laynngith; Winduwinda; Lengiti; Lenngiti; Limrett,Alngith is considered a dialect under the Winduwindu languages {Northern Paman}.,Nje 'alan - good day,Y24,https://collection.aiatsis.gov.au/austlang/language/Y24,"Alngith language is considered to be a dialect of Thaynakwith, a language spoken on Western Cape York in the Weipa area taking in Albatross Bay and Mission River. The traditional language area of Thaynakwith includes landscape within the local government boundaries of Weipa Town Council and Cook Shire.","Albatross Bay, Mission River, Weipa","-12.7155556,141.6633333","-12.684734,141.8867041","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Brass Band at Weipa, 1911, John Oxley Library, Record number: 275691",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool275691
https://maps.slq.qld.gov.au/iyil/view/39,Andjingith,And-jee-ngeeth,"Iyurrah = hello (I am here) in Uradhi and Andjingith, a language of Cape York. The traditional language area of Andjingith includes landscape within the local government boundaies of Aurukun Community Council and the Cook Shire.","http://onesearch.slq.qld.gov.au/primo-explore/fulldisplay?docid=slq_alma21126339490002061&context=L&vid=SLQ&lang=en_US&search_scope=SLQ_PCI_EBSCO&adaptor=Local%20Search%20Engine&tab=all&query=any,contains,languages%20of%20cape%20york&offset=0",Andyingit; Uradhi,Apukwi; Ondaima; Oiyamkwi,Iyurrah - hello (I am here) in Uradhi and Andjingith,Y182,https://collection.aiatsis.gov.au/austlang/language/Y182,The traditional language area of Andjingith includes landscape within the local government boundaies of Aurukun Community Council and the Cook Shire.,"Aurukun region, Ikeleth, Lower Ward River","-13.3572661,141.7280661","-20.9175738,142.7027956","-13.252668,141.7377589",,,,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Three men and a boy at Aurukun, ca. 1950, John Oxley Library, Record number: 277843",http://onesearch.slq.qld.gov.au/primo-explore/fulldisplay?docid=slq_digitool277843&context=L&vid=SLQ&search_scope=DT&tab=dt&lang=en_US
https://maps.slq.qld.gov.au/iyil/view/40,Andooyomo,Un-doo-yo-moo,The traditional language area of Andooyomo includes landscape within the local government boundaries of Northern Peninsula Area Regional Council and the Cook Shire.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y192&vid=SLQ",Mita dju; which means hello [good day] in Andooyomo and Djagaraga one of the languages from the tip of Cape York. The traditional language area of Andooyomo includes landscape within the local government boundaries of Northern Peninsula Area Regional Council and the Cook Shire.,,,Y192,https://collection.aiatsis.gov.au/austlang/language/Y192,Related to Gudang - tip of Cape York,"Kennedy River, Escape River, Newcastle Bay","-15.2611739,144.1834339","-11.013471,142.656291","-10.8837059,142.6116923",,,,,,,,,,,,,,,,,,,,,,,,,,"Clear water in the Kennedy River, Cape York Peninsula, North Queensland, 1984, John Oxley Library, Record number: 225469",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool225469
https://maps.slq.qld.gov.au/iyil/view/41,Angkamuthi,Ungk-ah-moo-thee,"Iyurrah = hello (I am here) in Uradhi and Angkamuthi, a language of Cape York. The traditional language area of Angkamuthi includes landscape within the local government boundaries of the Cook Shire.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,angkamuthi&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Anggamudi; Ankamuti; Atampaya; Nggamadi.Â,Apukwi; Ondaima; Oiyamkwi,Hello (I am here) - Lyurrah,Y7,https://collection.aiatsis.gov.au/austlang/language/Y7,"Injinoo Ikya Y238 (Injinoo Speak) is the language name used to describe three language varieties Angkamuthi (Y7), Atambaya Y183 and Yadhaykanu Y8; Injinoo Ikya refers to the same language as Uradhi Y184, a name not used by the community.","Crystal Creek, Middle Jardine River, Port Musgrave, Seven Rivers region","-18.992171,146.3079628","-11.1498528,142.6797173","-12,141.9333333","-28.7945269,151.72748",,,,,,,,,,,,,,,,Video 1: Sandra Sebasio,https://vimeo.com/240539918,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Members of the Mapoon community welcoming the Home Secretary to their mission, May 1914, John Oxley Library, Record number: 139447",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool139447
https://maps.slq.qld.gov.au/iyil/view/42,Anguthimri,Ang-oo-thim-ree,Traditionally the Anguthimri speaking peoples which includes Tjungundji lived in the area from the mouth of Mission River north to Pennefather River and west to Duyfken Point.The language area of Anguthimri includes the landscape within the local government boundaries of the Cook Shire Council.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y20&vid=SLQ",Jupangati; Angadimi.,,,Y20,https://collection.aiatsis.gov.au/austlang/language/Y20,"Western Cape: from the mouth of the Mission River, west to Duyfken Point, north to the Pennefather River, and as far as the southern and western banks of the Wenlock River between about Batavia Landing and Gibson Waterhole","Western Cape, Mission River, Duyfken Point, Pennefather River, Wenlock Rive, Batavia Landing, Gibson Waterhole","-12.6274899,141.8803497","-12.684734,141.8867041","-12.5621477,141.6043888","-12.2419109,141.766625","-12.4839098,142.5206269","-12.17631,141.89514","-12.383333206,142.116668701",,,,,,,,,,,,,Video 1: Agnes Mark,https://vimeo.com/240479695,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Four-wheel drive vehicles crossing the Wenlock River, Queensland, 1984, John Oxley Library, Record number: 225917",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool225917
https://maps.slq.qld.gov.au/iyil/view/43,Awngthim,Aw-ng-thim,"Nje 'alan 'good day' in Awngthim, a language spoken on Western Cape York in the Weipa area. The language area of Awngthim includes the landscape within the local government boundaries of Weipa Town Council and Cook Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,thaynakwith&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Mamangidigh; Thaynakwith; Winduwinda,Alngith is considered a dialect under the Windawinda language.,,Y24,https://collection.aiatsis.gov.au/austlang/language/Y24,"Albatross Bay, Mission River, Weipa","Albatross Bay, Mission River, Weipa","-12.7155556,141.6633333","-12.684734,141.8867041","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Group of Aboriginal girls and missionaries at Weipa Mission Station, 1933, John Oxley Library, Image number: 553937",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool553937
https://maps.slq.qld.gov.au/iyil/view/44,Ayabadhu,Ay-ah-badh-oo,"Tonki ninya ngai y'angkunjya = you come, I'm here - this is a greeting from the Ayabadhu language of Cape York, particularly the area around Coen extending towards Port Stewart on the coast. The language area for Ayabadhu includes the landscape within the local government boundaries of the Cook Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y60&vid=SLQ",Ayapathu; Western Ayapathu,,Good day - Wanthi punga; Food - mayi; Head - 'eka; Land - 'agu; Leaf - kangka; Magpie Goose - ko'on; Sun - punga; Two - kuche; Uncle - kaleny,Y60,https://collection.aiatsis.gov.au/austlang/language/Y60,"Coen, Port Stewart","Coen, Port Stewart","-13.941667,143.2","-14.0833333,143.7",,,,,,,,,,,,,,,,,,,,,,,,,,,"Native Police and officers in front of building at Coen, ca. 1890, John Oxley Library, Record number: 277303",http://onesearch.slq.qld.gov.au/permalink/f/1oppkg1/slq_digitool277303
https://maps.slq.qld.gov.au/iyil/view/45,Bandjin,Bund-jin,"Nginba nyunga gaganyu (Oh, you have come here), a general greeting in Biyay and Warrgamay language which was spoken on Hinchinbrook Island and adjacent mainland. The Biyay language area includes the landscape within the local government boundaries of Hinchinbrook Regional Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y130&vid=SLQ",Biyay; Wargamaygan,,Nginba nyunga gaganyu - (Oh; you have come here); a general greeting,Y130,https://collection.aiatsis.gov.au/austlang/language/Y130,"Hinchinbrook Island, Lucinda Point","Hinchinbrook Island, Lucinda Point","-18.3362903,146.2258805","-18.52819,146.3313962",,,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,koowookara,http://blogs.slq.qld.gov.au/ilq/2019/03/26/2019-international-year-of-indigenous-languages-word-of-the-week-week-thirteen/,"View of the coastline on Hinchinbrook Island, Queensland, John Oxley Library, Record number: 1315956",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool1315956
https://maps.slq.qld.gov.au/iyil/view/46,Bayali,Bay-ah-lee,"Kalangoor kine (good day) in Bayali, a language of Central Queensland traditionally spoken in the Gladstone area, including Curtis Island and Calliope River. The Bayali language area includes the landscape within the local government boundaries of Gladstone Regional Council.","http://onesearch.slq.qld.gov.au/primo-explore/fulldisplay?docid=slq_alma21111973740002061&context=L&vid=SLQ&lang=en_US&search_scope=SLQ_PCI_EBSCO&adaptor=Local%20Search%20Engine&tab=all&query=usertag,contains,aborigines%20of%20rockhampton&offset=0",Baiali; Byellee; Bieli; Byellel,,Fire - girra; Head - kobbera; Kangaroo - guruman; Koala - gula; Shield - heliman; Toe - mundowie,E42,https://collection.aiatsis.gov.au/austlang/language/E42,Central Queensland: At mouth of Fitzroy River; on Curtis Island; at Keppel Bay; south to Calliope River and Gladstone; inland to Mount Morgan.,"Central Queensland, Fitzroy River, Curtis Island, Keppel Bay, Calliope River, Gladstone, Mount Morgan","-23.4141339,144.7851531","-23.2658257,150.3592363","-23.7565775,151.3103895","-23.3891667,150.8975","-23.9815319,151.0075239","-23.8415948,151.2497708","-23.6436179,150.3965941",,,,,,,,,,,,,,,,,,,,,,"Early days of Mount Morgan, ca. 1883, John Oxley Library, Record number: 99183507197702061",http://onesearch.slq.qld.gov.au/permalink/f/1c7c5vg/slq_alma21218650170002061
https://maps.slq.qld.gov.au/iyil/view/47,Bindal,Bin-darl,"Wodda mooli (hello / greetings) in Bindal a language of North Queensland, particularly the area from Cape Cleveland extending south towards Ayr and the mouth of the Burdekin River. The Bindal language area includes the landscape within the boundaries of Townsville City Council and Burdekin Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20e61&vid=SLQ",Bendalgubba; Nyawaygi,,Blood - gunbana; Grass - bugan; Possum - gadhara; Saltwater - andha; Star - bagaraga; Stone - barri; Water - gamu; Yes - adha,E61,https://collection.aiatsis.gov.au/austlang/language/E61,"Ayr, Burdekin River, Cape Cleveland, Leichhardt Range","Ayr, Burdekin River, Cape Cleveland, Leichhardt Range","-19.5685154,147.4063861","-19.7818112,146.0169407","-19.3538555,147.0301409","-20.6666667,147.4166667",,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Railway station, Ayr, Queensland, 1914, John Oxley Library, Record number: 99183508975702061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21219141670002061
https://maps.slq.qld.gov.au/iyil/view/48,Birria,Beer-ee-a,"Burlo moori (good day) in Birria, also known as Pirriya, a language of Western Queensland; particularly in the area around Cooper Creek, Jundah and Whitula Creek. The Birria language region includes the landscape within the local government boundaries of the Barcoo Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20l36&vid=SLQ",Pirriya,,Good day - Burlo moori; Bandicoot - binoor; Emu - gulburri; Kangaroo - bowra; Moon - ullatah; Rock - boorong; Spear - billar; Water - noka,L36,https://collection.aiatsis.gov.au/austlang/language/L36,"Cooper's Creek, Jundah, Whitula Creek","Cooper's Creek, Jundah, Whitula Creek","-27.4137404,140.0047273","-24.8314192,143.060526","-20.9175738,142.7027956",,,,,,,,,,,,,,,,,,,,,,,,,,"Town of Jundah, Queensland before 1905, John Oxley Library, Record number: 99183505913602061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21218153050002061
https://maps.slq.qld.gov.au/iyil/view/49,Buluguyban,Bull-oo-guy-bun,"Wodda mooli (hello, greetings) in Buluguyban, the language of Palm Island and adjacent islands, including Fantome. The Buluguyban language region lies within the landscape of the local government boundaries of Palm Island Community Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,y135&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Bulugujban; Palm Island Language; Wulgurukaba,,Hello - Wodda mooli; Boomerang - waangal; Foot - jina; Meat - dumabury; Saltwater - ngandha; Sand - bunarhu; Woman - mujmuju,Y153,https://collection.aiatsis.gov.au/austlang/language/Y153,"Palm Island, Fantome Island","Palm Island, Fantome Island","-18.6894285,146.5392256","-18.6932861,146.5196111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brass Band at Palm Island, ca. 1929, John Oxley Library, Record number: 275687",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool275687
https://maps.slq.qld.gov.au/iyil/view/50,Bulway,Bull-way,"Djirri-nyurra (hello) in Bulway, a language of Far North Queensland, particularly the area around the Kuranda Range. The Bulway language region includes the landscape within Cairns Regional Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y110&vid=SLQ",Buluwai; Buluwandji; Djabuganjdji. Djabugay related languages/dialects,,Djirri-nyurra - hello; Fish - guyu; Kangaroo - gan.gula; Home - bulmba; Rain - bana; River - wuru; Sun - bungan,Y110,https://collection.aiatsis.gov.au/austlang/language/Y110,"North of Cairns, Smithfield, Coast Range from East of Tolga to Kuranda.","Smithfield, Tolga, Kuranda","-16.831389,145.690833","-17.216667,145.483333","-16.816667,145.633333",,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Men and boys at Kuranda, 1890s, John Oxley Library, Record number: 277079",http://onesearch.slq.qld.gov.au/primo-explore/fulldisplay?docid=slq_digitool277079&context=L&vid=SLQ&search_scope=DT&tab=dt&lang=en_US
https://maps.slq.qld.gov.au/iyil/view/51,Dalla,Dah-la,"Galang meng, which means good day/hello in Dalla a language of the Upper Brisbane River catchment, notably the Conondale Range. Dalla is part of the Duungidjawu language region includes the landscape within the local government boundaries of the Somerset and Moreton Bay Regional Councils, particularly the towns of Caboolture, Kilcoy, Woodford and Moore","http://onesearch.slq.qld.gov.au/primo-explore/search?query=any,contains,Duungidjawu&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Dalambara; Dallambara,,Galang meng - good day/hello; Bird - dhibila; Echidna - gaarr; Fish - guyur; Kangaroo - goorooman; Koala - guula; Snake - yuuwunj; Grass - ban; Home/Camp - moromoro; Land - djawun; Water - gung; River - djuingi; Sun - nguwim,E88,https://collection.aiatsis.gov.au/austlang/language/E88,"Conondale Range, Blackall Range, Kenilworth, Woodford","Conondale Range, Blackall Range, Kenilworth, Woodford","-26.8333333,152.75","-26.7,152.8833333","-26.5949499,152.7275682","-26.955,152.778",,,,,,,,,,,,,,,,,,,,,,,,,"Three Aboriginal Australian men posing outside a tent, Durandur Mission, Queensland, ca. 1902, John Oxley Library, Record number: 15962",http://onesearch.slq.qld.gov.au/primo-explore/fulldisplay?docid=slq_digitool15962&context=L&vid=SLQ&search_scope=DT&tab=dt&lang=en_US
https://maps.slq.qld.gov.au/iyil/view/52,Dalleburra,Dah-la-bur-a,"Dharili kumba (good day) in Dalleburra, a language of North-West Queensland, particularly Lammermoor Station via Hughenden. The Dalleburra language region includes the local government boundaries of the Flinders Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20l42&vid=SLQ",Dalebura; Dal-leyburra; Yirandali,,Dharili kumba - good day; Arm - mulla; Camp - kookka; Children - woorrna; Emu - goalberi; Grass - yokko; Laugh - yetti; One - wongarra; Snake - munda,L42,https://collection.aiatsis.gov.au/austlang/language/L42,"Dutton and Flinders Rivers, Hughenden, Lammermoor Station","Dutton River, Flinders River, Hughenden, Lammermoor Station","-20.4791588,143.9299478","-20.2432879,141.9272","-20.85,144.2","-23.160833,150.763333",,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Building with horses and men out front at Lammermoor Station, John Oxley Library, Record number: 275715",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool275715
https://maps.slq.qld.gov.au/iyil/view/53,Djabugay,Jab-ah-guy,"Djirri-nyurra (hello) in Djabugay, a language of Far North Queensland, particularly the area around the Kuranda Range and Barron River Catchment. The Djabugay language region includes the landscape within the l,ocal government boundaries of Cairns Regional Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y106&vid=SLQ",Djabuganjdji; Tjupakai,Bulway; Guluy; Nyagili; Yirrgay,Hello - Djirri-nyurra; Fish - guyu; Kangaroo - gan.gula; Home - bulmba; Rain - bana; River - wuru; Sun - bungan,Y106,https://collection.aiatsis.gov.au/austlang/language/Y106,"Barron River, Kuranda, Mt Molloy","Barron River, Kuranda, Mt Molloy","-16.8741349,145.674489","-16.816667,145.633333","-16.674364,145.3288655",,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Three men beside the Barron River, near Kamerunga, ca.1894, John Oxley Library, Record number: 277847",http://onesearch.slq.qld.gov.au/primo-explore/fulldisplay?docid=slq_digitool277847&context=L&vid=SLQ&search_scope=DT&tab=dt&lang=en_US
https://maps.slq.qld.gov.au/iyil/view/54,Djagaraga,Jah-ga-ra-ga,"Mita dju, which means hello [good day] in Djagaraga one of the languages from the tip of Cape York. The language region includes the landscape within the local government boundaries of the Northern Peninsula Area Regional Council. Traditionally the language was spoken on Eastern Cape York particularly the localities of Albany Island and Mount Adolphus Island.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y6&vid=SLQ",Yadhaigana; Dyagaraga; Yagulle,,Mita dju - good day. Canoe - antu; Fire - unmah; Leg - mutuny; One - ipimah; Sun - woonga; Turtle - Yururu,Y6,https://collection.aiatsis.gov.au/austlang/language/Y6,Cape York south to Escape River on eastern coast of Peninsula; on Mount Adolphus Islands and Albany Island.,"Cape York, Escape River, Mount Adolphus Islands, Albany Island","-10.7,142.5166667","-11.013471,142.656291","-10.6321017,142.6520063","-10.7284137,142.6039235",,,,,,,,,,,,,,,,,,,,,,,,,"Experimental Station, Albany Island, 1920's, John Oxley Library, Record number: 99183512777402061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21220072050002061
https://maps.slq.qld.gov.au/iyil/view/55,Dyirbal,Jirr-a-bul,"Nginda nyjangum (how are you?) in Dyirbal language of Far North Queensland, particularly the area around Tully and Tully River Catchment extending to the Atherton Tablelands. The Dyirbal language region includes the landscape within the local government boundaries of Cassowary Coast Regional Council and Tablelands Regional Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y123&vid=SLQ",Djirbal,Jabunbarra Dyirbal; Jirrbal and Gambilbarra,How are you? - Nginda nyjangum; Bird - dundu; Fish - guya; Kangaroo - yurri; Water - balan,Y123,https://collection.aiatsis.gov.au/austlang/language/Y123,"Atherton Tablelands, Jumbun, Tully","Atherton Tablelands, Jumbun, Tully","-17.2660801,145.4858599","-18.1266799,145.7994341","-17.9397555,145.9276864",,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,mija,http://blogs.slq.qld.gov.au/ilq/2019/03/26/2019-international-year-of-indigenous-languages-word-of-the-week-week-thirteen/,"Man climbing tree, Atherton Tablelands, ca. 1936, John Oxley Library, Record number: 276883",http://onesearch.slq.qld.gov.au/primo-explore/fulldisplay?docid=slq_digitool276883&context=L&vid=SLQ&search_scope=DT&tab=dt&lang=en_US
https://maps.slq.qld.gov.au/iyil/view/56,Ganggalida,Gun-gah-lee-dah,"Guwa-nyi mirrara (how are you today?) in Ganggalida, a language of the Gulf Region, particularly the Doomadgee Aboriginal Community. The Ganggalida language region includes the landscape within the local government boundaries of Doomadgee Community Council and Mornington Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20g34&vid=SLQ",Gungalida; Jokula; Yukulta,,How are you today? - Guwa-nyi mirrara; Camp - natharra; Echidna - karinyta; Fish net - miltyilta; Mother - ngama. River - kathara; Two - kiyarngka; Water - ngukawa,G34,https://collection.aiatsis.gov.au/austlang/language/G34,"Gulf of Carpentaria, Doomadgee, Hell's Gate, Westmoreland","Gulf of Carpentaria, Doomadgee, Hell's Gate, Westmoreland","-13.1840458,139.1321981","-17.9407768,138.82695","-17.9297632,140.4436899","-17.33794,138.25055",,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Aerial view of Doomadgee Mission, 1950, John Oxley Library, Record number: 99183505147602061",http://onesearch.slq.qld.gov.au/permalink/f/1oppkg1/slq_alma21218100740002061
https://maps.slq.qld.gov.au/iyil/view/57,Garingbal,Gah-ring-bal,"Binbee karri (good day) in Garingbal, a language of Central Queensland, notbaly the area around the Bowen Basin. The Garingbal language region includes the landscape within the local government boundaries of Central Highlands Regional Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,biri&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Birri; Karingbal. See also related Birri languages,,Good day - Binbee gari; Country - nhani; Emu - gundulu; Fire - buri; Hand - mara; Spear - ganda; Stone - bari; Sun - gari; Water - gamu; Wind - yawarany,E38,https://collection.aiatsis.gov.au/austlang/language/E38,"Bowen Basin: north of Emerald, Mackenzie River","Bowen Basin, Mackenzie River","-21.1755983,149.1686787","-23.0252011,149.0126369",,,,,,,,,,,,,,,,,,,,,,,,,,,"Railway bridge in Emerald during a flood, 1918, John Oxley Library, Record number: 99183506793002061",http://onesearch.slq.qld.gov.au/permalink/f/1c7c5vg/slq_alma21218499050002061
https://maps.slq.qld.gov.au/iyil/view/58,Garrwa,Gah-a-wah,"Yangka (Which Way) a greeting used in Garrwa, a language of the Gulf region, taking in the localities of Borroloola and Westmoreland. The Garrwa language region takes in the landscape of the Roper Gulf Regional Council and the Doomadgee Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20n155&vid=SLQ",Garawa,Gunindirri [Eastern Garrwa],Yangka - Which way?; Bird - julaki; Boomerang - jukuli; Food - maman; Tree - karnti; Two - bulangka; Water - wabuda,N155,https://collection.aiatsis.gov.au/austlang/language/N155,"Gulf of Carpentaria: Borroloola, Westmoreland; following removals later spoken at Doomadgee.","Borroloola, Westmoreland, Doomadgee","-16.070278,136.307222","-20.9175738,142.7027956","-17.9407768,138.82695",,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Building construction at Doomadgee Mission, 1950, John Oxley Library, Record number: 275711",http://onesearch.slq.qld.gov.au/permalink/f/1oppkg1/slq_digitool275711
